,title,value
1775,sarah palin gleefully count body after moab strike and get ripped apart by twitter tweet,0.0
2655,nominee for u s epa chemical safety withdraws bloomberg,1.0
2193,trump made the most delusional statement about obamacare america s response is perfect tweet,0.0
4583,trump ok sending 4 000 more troop to afghanistan fox news,1.0
2841,house senate republican face challenge over corporate amt tax,1.0
1246,new info reveals the true length trump went to in order to stop fbi s russia probe,0.0
3057,fcc chief plan to ditch u s net neutrality rule,1.0
1341,paul ryan is so unpopular even 8th grader refuse to pose in pic with him video,0.0
4680,afl cio leader resigns from trump s council say president tolerates bigotry,1.0
4215,u s lawmaker want retaliation for sonic attack in cuba,1.0
721,trump award woman the medal of valor then kiss her,0.0
1874,steve bannon threatens trump over removal from national security council administration in chaos,0.0
4438,huntington ingalls win 2 8 billion u s defense contract pentagon,1.0
2344,obama s secret gift to the american people could save our democracy detail,0.0
4444,house speaker ryan say trump should not rescind immigration program,1.0
1899,trump s son think batsh t crazy pizzagate conspiracy theorist should get a pulitzer,0.0
729,trump s white house implodes a kellyanne conway attack fellow top staffer video,0.0
2373,watch george w bush just proved he wa a better president than trump will ever be,0.0
4783,van niekerk forced to work his way to tantalizing 400m final,1.0
3729,republican senator collins likely yes vote to advance tax reform,1.0
3482,first charge filed in russia probe led by u s special counsel source,1.0
3393,truck attack suspect s new jersey city a haven for muslim immigrant,1.0
3685,u s senator probe pentagon on russian source code review,1.0
1487,watch chomsky explains why the gop is the most dangerous organization in human history,0.0
764,ivanka trump made up fake news about albert einstein and the internet will never let her live it down tweet,0.0
1877,seth meyers slam trump s defense of state tv fox news and sexual deviant bill o reilly video,0.0
1002,trump moronically claim entire russia investigation is a lie because cnn responsibly retracted one story,0.0
1732,ag session directs disgusting insult at hawaii after hawaiian judge block trump s muslim ban,0.0
280,nba kowtow to racist order player to stand for anthem,0.0
991,trump throw hissy fit after new york time report that he doesn t know what s in his own healthcare bill,0.0
1255,trump mark d day anniversary by bragging about himself attacking the medium and insulting an ally,0.0
3114,mattis see opportunity for talk if north korea halt missile test development,1.0
476,the exact same texas lawmaker that voted against hurricane relief are now begging for help,0.0
4836,rosneft ceo u s sanction will backfire hurt u s energy major,1.0
1995,watch legendary reporter ted koppel tell hannity right to his face he s bad for america video,0.0
1973,fox news host tell black congresswoman to step away from crack pipe video,0.0
3138,senate approves trump administration job for author of torture memo,1.0
685,trump experiment with state run tv and get laughed off the internet,0.0
805,florida republican to black voter if you don t like it here go back to africa,0.0
1538,trump just made his 2 most dunderheaded move yet after firing comey detail,0.0
3679,trump on twitter oct 17 tom marino greek prime minister fake news,1.0
2456,that moment conservative star milo yiannopoulos said it s ok for older men to have sex with child video,0.0
4174,senate republican tax chief want dividend deduction in tax reform,1.0
841,trump get trashed for justifying don jr s collusion with russia that s politics,0.0
4754,chicago tout new debt structure aimed at saving money,1.0
2720,justice department reviewing option after ruling on transgender recruit white house,1.0
4643,nafta talk must include discussion on fintech mexican negotiator,1.0
3537,u n right expert assails trump administration on press treatment,1.0
1161,christian fb page threatens to ban people who use rainbow emoji instantly backfire,0.0
4007,epa s pruitt took flight costing taxpayer more than 58 000 washington post,1.0
1098,embarrassing watch trump attorney get grilled over lying about investigation video,0.0
2829,house tax panel chair to urge longer lasting individual tax rate cut,1.0
3404,factbox trump tax plan stumble on local tax deduction 401 k,1.0
4257,u s will not issue some visa in 4 nation in deportation crackdown,1.0
176,twitter just banned a major trump ally for threatening journalist screenshots,0.0
2196,did trump s former campaign manager have people killed his daughter say he did,0.0
2795,corporate amt likely will not be in final u s tax bill hatch,1.0
4933,massachusetts governor sign bill hiking tax on recreational pot,1.0
4923,trump to sign russia sanction bill white house,1.0
4073,u s house fails to pas faa extension hurricane tax relief,1.0
4224,pastor stand firm a trump s u s evangelical base weakens,1.0
3176,kremlin u s to blame for no putin trump bilateral meeting in vietnam,1.0
786,bad news for trump memo prof he is not above the law can be indicted,0.0
796,breaking session lied discussed trump campaign with russian government,0.0
2925,republican tax bill stumble on deficit trigger new option weighed,1.0
2222,trump planning football stadium rally in red state to push trumpcare through,0.0
2923,senate ethic committee open probe of senator franken,1.0
2019,ivanka trump get buried by people calling her out for letting her dad kill woman s healthcare,0.0
3098,tax overhaul drama move to senate a house approves it bill,1.0
1210,trump just committed obstruction of justice by whining about comey leak on twitter,0.0
566,right wing extremist try to repeat oklahoma city bombing a nazi terrorize charlottesville,0.0
1506,fbi agent are doing something unusual in the wake of comey s firing,0.0
520,gop lawmaker blame obama for staging racist mayhem in charlottesville,0.0
952,trump rage my tweet attacking mika are modern day presidential,0.0
41,ghost of witness flipped hilarious snl skit take trump into his own private holiday hell video,0.0
2599,dreamer immigration bill not on u s senate agenda this month,1.0
4582,u s air force award contract to boeing northrop for icbm replacement,1.0
4022,u s seek up to 27 month in prison for ex congressman anthony weiner,1.0
4959,lawmaker say ross defers to trump on u s steel tariff timing,1.0
2310,jake tapper blast trump s do a lot more with le line doe a weekly visit to palm beach qualify video,0.0
3601,federal judge in hawaii expands block on trump travel ban,1.0
875,donald trump finally put make america great again to song and it s gross,0.0
1803,gop rep get ripped apart after saying sean spicer wa right about hitler,0.0
3828,food and drug chief gottlieb skirt health secretary talk say most effective at fda,1.0
4118,u s take north korea threat of h bomb test seriously trump official say,1.0
4468,mueller new york attorney general cooperating on manafort probe politico,1.0
3689,senate press ex trump aide s son for document in russia probe source,1.0
3591,new jersey s murphy echo sander in democratic bid for governor,1.0
2609,factbox what is in the final u s republican tax bill,1.0
4129,japan call north korea s behavior absolutely unacceptable,1.0
360,republican humiliated a john mccain slam their latest attempt to repeal obamacare video,0.0
3258,china s xi fete trump on first day of beijing trip,1.0
3518,trump name assistant treasury secretary a acting irs chief white house,1.0
2213,chelsea clinton humiliates republican for whining about prenatal care coverage,0.0
3481,fcc medium rule rollback could usher in tv station buying spree,1.0
2379,republican absurdly claim investigating trump would be like mccarthyism,0.0
2076,spicer say trump can golf but obama shouldn t have for this ridiculously b reason video,0.0
123,miss texas gave a very unexpected answer when asked about trump and republican are furious,0.0
772,watch scaramucci cried about how hard it is for wall st elite so president obama crushed him to his face,0.0
1638,elizabeth warren wa asked why she went to trump s inauguration her response will terrify him video,0.0
1688,ivanka trump attends woman s panel in germany get her a s handed to her video,0.0
4258,democrat probe whether flynn pushed nuclear project a trump aide,1.0
320,racist fascist white supremacist former nfl star chris kluwe scorch trump over his attack on atheletes,0.0
4999,pennsylvania mayor charged in pay to play corruption case,1.0
1523,bombshell report reveals what comey really thought of trump,0.0
506,in the war against isi trump is already responsible for more civilian death than obama,0.0
4474,new russian ambassador to u s call for resumed military contact,1.0
2190,hannity ha a complete meltdown after being called a fascist traitor by chaz bono,0.0
1137,after d c shooting president obama once again show what bipartisan class look like,0.0
889,witness debunks trump s comey crime allegation set trump up for another potential libel lawsuit,0.0
479,gop run out of good thing to say about trump he s an asshole but he s our asshole,0.0
1143,kellyanne conway trump jr spread false info about capitol shooter to blame it on liberal,0.0
3947,republican senator criticizes trump tax plan,1.0
3052,u s hope to pressure myanmar to permit rohingya repatriation,1.0
1261,trump taking another major step toward u s no longer being a superpower,0.0
2220,there are already four way trump could be impeached here are the detail,0.0
3607,partisan feud undercut trump russia probe u s democrat charge,1.0
1475,whoa donald trump is going to lose his f cking mind when he see snl s cold open video,0.0
1852,everyone knew trump would be golfing again so protester were totally ready when he showed up,0.0
1975,undocumented immigrant dare trump to release his tax after proving she pay hers,0.0
611,trump aide scramble say donald trump s threat weren t serious just his mood,0.0
4625,aurelius hedge fund seek to toss puerto rico s bankruptcy filing,1.0
2648,factbox republican to keep an eye on a senate nears vote on tax bill,1.0
3515,u s house clear path for tax bill with budget approval,1.0
4462,u s government may provide up to 80 billion in harvey aid texas congressman,1.0
3988,hillary clinton s what happened fends off o reilly in bestseller,1.0
2224,the russia scandal exploded in december implicating paul ryan and no one noticed,0.0
2164,billionaire mark cuban just destroyed trump s presidency with some really really bad news tweet,0.0
916,confused looking trump totally humiliates himself when he get lost on stage in poland,0.0
912,trump humiliates himself and waste time at g 20 summit by throwing a twitter tantrum about hillary s email,0.0
141,trump want the supreme court to punish lawyer who win case against his administration,0.0
2279,trump lost his damn mind over the session recusal for exactly one giant reason,0.0
2014,schumer go all in on incompetent trump white house after healthcare bill fails,0.0
3614,senate pass budget blueprint key to trump tax effort,1.0
500,trump s latest retweet is actually the best possible metaphor for his presidency image,0.0
1067,come along on cory booker and pal field trip to find the super secret gop health bill video,0.0
3207,instant view senate plan delay corporate tax cut will not repeal obamacare mandate,1.0
3909,u s lawmaker want to restrict internet surveillance on american,1.0
3384,trump s opponent race to the courthouse to thwart him,1.0
2668,stop gap bill unveiled to fund u s government until jan 19,1.0
2864,kremlin say putin not influenced by ex trump official flynn,1.0
1691,trump supporter scott baio make shockingly insensitive comment about former co star s death,0.0
1729,watch trump directs childish tantrum at canada prime minister trudeau show him how an adult act,0.0
1028,trump f cks himself by admitting russia interfered with 2016 election to help him win,0.0
1738,breaking it s real russia stole our election and now official have definitive proof,0.0
4009,factbox trump on twitter sept 27 filibuster rule facebook tax reform,1.0
4023,ex u s congressman weiner seek to avoid prison in teen sexting case,1.0
3898,trump dossier on russia link now part of special counsel s probe source,1.0
4727,merkel see no military solution to u s dispute with north korea,1.0
1901,trump humiliated get booed after telling construction worker they voted for him video,0.0
1402,saudi arabia will do something truly disgusting in an attempt to accommodate trump detail,0.0
3290,house tax panel chair say expects vote on plan next week,1.0
2422,report paranoid trump force cabinet member to only hire people loyal to him,0.0
3702,trump keeping option open a republican feud rage,1.0
1555,trump ha extremely inappropriate reaction to being contradicted by his own national security adviser,0.0
177,if you re looking for way to irritate trump here are some tip image,0.0
293,gop senator just smacked down the most punchable alt right nazi on the internet,0.0
2100,this trumpcare provision will let trump further enrich himself while he s in office detail,0.0
2254,drain the swamp trump is now doing white house ad for corporate america video,0.0
4699,u s tax change proposal anger builder realtor charity,1.0
2479,watch larry wilmore take right wing hate monger milo yiannopoulos to the woodshed,0.0
3466,trump likely to pick fed s powell to lead central bank source,1.0
2727,trump urge alabama voter to back roy moore,1.0
1198,watch watergate reporter carl bernstein hammer trump for being a real leaker,0.0
2881,factbox key republican in u s senate tax bill fight,1.0
4813,factbox trump on twitter aug 4 west virginia toyota mazda,1.0
1918,watch trump s epa stooge get his a handed to him by fox host on climate change,0.0
3519,justice department settle with conservative group over irs scrutiny,1.0
1245,eric trump claim that democrat are not even people to him in fox news interview video,0.0
3379,manafort associate gate hire new defense team in russia probe case,1.0
4649,penny say nafta renegotiation will be a win win win,1.0
2664,trump s eldest son testifies to senate committee in russia probe,1.0
2817,credit union sue to block mulvaney from leading cfpb,1.0
4862,exclusive former justice department official join mueller team,1.0
1887,trump just got shredded by a republican strategist presidency crumbling tweet,0.0
2504,trump want postal service to charge much more for amazon shipment,1.0
2402,colbert scorch trump s anti trans bigotry it s the best thing ever video,0.0
3773,mnuchin say will take on orderly liquidation after fsoc report,1.0
2875,abc news suspends top journalist over inaccurate flynn reporting,1.0
2938,factbox five fact about mike pompeo expected to replace tillerson,1.0
4722,u s diplomat engaging in back channel diplomacy with north korea ap,1.0
859,trump now say wall may not need a wall to cover entire u mexico border,0.0
2057,the wall street journal just slammed trump a a fake president for lying so much,0.0
1685,cummings and chaffetz reveal major problem for trump appears flynn committed a felony video,0.0
1488,mcconnell say he ll obstruct any effort to hire independent special prosecutor,0.0
3616,searching for trump card democrat watch virginia governor s race,1.0
3191,first lady melania play tourist a trump departs beijing,1.0
1727,trump panic judging my first 100 day in office is a ridiculous standard,0.0
4750,cuba say investigating incident concerning u s diplomat in havana,1.0
4248,factbox trump on twitter september 13 tax reform florida clinton,1.0
2917,trump weighs recognizing jerusalem a israel s capital official,1.0
2341,house gop put disgusting restriction on who s allowed to see their new healthcare plan,0.0
1559,sally yates just opened a can of constitutional whoop as on ted cruz video,0.0
885,trump jr s latest move prof that russia investigation is closing in on trump detail,0.0
39,this sarah huckabee sander tweet about attacking the fbi hasn t aged well,0.0
4531,congress will raise debt ceiling ha many option ryan,1.0
3018,senator franken on groping allegation vow this will not happen again,1.0
3351,at long last ground broken for eisenhower memorial in washington,1.0
3673,trump back away from bipartisan senate healthcare bill,1.0
598,mooch change his tune say reporter absolutely recorded him without permission,0.0
1495,lawyer trump used to prove he ha no russia connection won russia law firm of the year in 2016,0.0
6,fresh off the golf course trump lash out at fbi deputy director and james comey,0.0
235,gop lawmaker republican are freaking out about the dysfunction in the white house video,0.0
2428,gop lawmaker to trump stop acting like a fragile snowflake over town hall protest,0.0
109,newsweek just made their best cover ever and people are freaking out,0.0
2565,senator cornyn trying to get big corn behind u s biofuels reform,1.0
538,okcupid win the internet with perfect response to the charlottesville neo nazi on their site tweet,0.0
4090,trump pressure u s senator to back republican healthcare bill,1.0
578,trump suspect bannon is the white house leaker but who leaked that,0.0
1628,watch former reagan adviser is totally disgusted by trump s divisive rally speech,0.0
4493,trump hope government shutdown will not be necessary over wall funding,1.0
2125,palm beach county look to levy tax on mar a lago to pay for cost of trump s expensive visit,0.0
2651,republican senator lee undecided on tax bill seek child credit change aide,1.0
263,anti abortion republican cheated and tried to get his mistress to have an abortion,0.0
256,slc cop murder cry suspect shoot him in the back and taser him without even pursuing,0.0
2991,factbox republican senator to watch in tax bill fight,1.0
4237,justice department mull changing corporate prosecution policy,1.0
4753,trump s fire and fury north korea remark surprised aide official,1.0
4670,trump infrastructure push roll back environmental rule,1.0
1036,tired of bigotry california enacts travel ban to trump country,0.0
2053,sarah palin remove offensive tweet after being humiliated for whining about a black man donating to charity,0.0
4059,co leader of germany s far right afd to quit in major blow,1.0
1785,local fox affiliate just gave fox news a giant middle finger over their biased news,0.0
4555,no u s russia cyber unit without trump notifying congress bill say,1.0
4666,nafta nation have powerful shared interest in new deal canada,1.0
1383,trump sign huge saudi arm deal,0.0
3814,u s administration doe not want to walk away from nafta ross,1.0
4994,secretary of state tillerson say he is not going anywhere,1.0
1587,bernie burst out laughing after trump unknowingly praise australia s universal health care video,0.0
2698,senator grassley express reservation on two trump judge nominee,1.0
3959,china say u s should respect concern on taiwan,1.0
3282,senator seek explanation for career u s prosecutor s abrupt resignation,1.0
3772,treasury s mnuchin difficult not to cut tax for top 10 percent,1.0
419,trump tell daca recipient not to worry and get thrashed by the internet,0.0
2348,nevertrump conservative ha the perfect description of pundit reaction to trump s speech video,0.0
1142,rand paul forgot to delete tweet calling for people to use 2nd amendment to shoot at the government,0.0
2281,trump is delusional what he just said about his support rally is beyond fantasy tweet,0.0
1722,trump is trying to force dems hand on border wall funding here s why he ll fail bigly,0.0
2030,watch jake tapper mock republican hard on cnn for humiliating failure to pas trumpcare,0.0
2745,trump sign temporary spending bill a budget talk intensify,1.0
4895,trump administration reach deal with texas county on immigration,1.0
1542,fear of being defeated by elizabeth warren in 2020 ha trump freaking out,0.0
1511,watch the view trash trump for barring american press from covering meeting with russian official,0.0
2549,spy chief pressure congress to renew expiring surveillance law,1.0
1427,house majority leader revelation i think putin pay trump,0.0
1826,what this poll say about bernie sander and republican should terrify the gop,0.0
2955,uk pm may is focused on tackling extremism spokesman say in response to trump,1.0
4913,outside adviser to trump call for firing of cfpb head cordray,1.0
2405,trump just got called out a threat to democracy by admiral who oversaw killing of bin laden,0.0
4909,republican call on new trump chief of staff to fix white house chaos,1.0
4859,sean spicer still plan to leave white house official say,1.0
4910,vp penny in the baltic voice support for mutual defense in nato,1.0
763,male republican blame female senator for gop failure to pas health law,0.0
610,obama admin official just humiliated trump by calling out his nuclear weapon lie,0.0
3906,group of u s lawmaker launch new drive on sentencing reform,1.0
3110,u s congress to seek new tax incentive for puerto rico rebuilding,1.0
3681,trump s drug czar nominee withdraws from consideration,1.0
3876,discord among republican already weighs on trump s tax plan,1.0
1077,nazi s bodyguard stabbed 9 time after trump rally doesn t have insurance,0.0
640,trump love to say the new york time is failing so they just effortlessly embarrassed him with simple number,0.0
1151,sen heinrich just wiped the floor jeff session during intel hearing video,0.0
758,this congressman just took a stand against trump s corruption and trump will hate it,0.0
455,trump s involvement in houston chemical plant explosion will set your hair on fire,0.0
3357,with america first trump mute u s voice on human right in asia,1.0
4540,u s judge throw out texas voter id law supported by trump,1.0
1392,african american rep play racist call received after calling for trump impeachment audio,0.0
4526,trump call egypt s sisi say keen to overcome obstacle,1.0
2941,factbox trump turnover tillerson would be latest to leave administration,1.0
919,trump white house stomp on first amendment and blackmail cnn,0.0
1423,two major breaking allegation against michael flynn and what trump knew,0.0
3548,obama discriminated against coal nuclear u s energy secretary,1.0
1601,melania just liked a tweet that show just how much she hate her husband detail,0.0
3867,trump undermines u s birth control coverage requirement,1.0
3426,trump announces pick for u s attorney in california texas others,1.0
4552,trump hint at pardon for former arizona sheriff arpaio,1.0
1562,trump hired flynn after obama specifically warned him not to now karma is coming for trump hard,0.0
390,trump shamefully us hurricane devastation to promote tax cut for the wealthy,0.0
1085,democrat go to war over health care hold senate floor in protest video,0.0
119,trump s justice dept realizes prosecuting woman for laughing is stupid drop case entirely,0.0
3554,iowa supreme court put state s abortion waiting period on hold,1.0
1643,bill maher just dropped a truth bomb about trump voter that every liberal need to hear video,0.0
1622,trump just got wrecked by chelsea clinton over his dumbass slavery remark tweet video,0.0
1752,trump just shamed our country yet again with his latest diplomacy disaster detail,0.0
1263,cnn found the perfect way to troll trump s live announcement today image,0.0
2825,former trump aide nomination to be singapore envoy stalled over russia concern,1.0
3612,factbox trump on twitter oct 20 tax cut united kingdom,1.0
287,obama s head of disaster relief trash trump s response to puerto rico tweet,0.0
203,trump get his a handed to him by british lawmaker for lying about rising crime rate in uk,0.0
3031,factbox trump on twitter nov 27 network,1.0
2979,conyers should resign if accusation are founded no 2 house democrat,1.0
921,trump try to shake polish first lady s hand she refuse to touch him video,0.0
4503,trump likely to rescind obama dreamer program medium report,1.0
3698,trump say he belief block grant healthcare bill will pas,1.0
242,outgoing gop senator blister the adult daycare center that is trump s white house tweet,0.0
969,the nra is proud that they just made a viral video telling supporter to shoot protester,0.0
2604,republican senator lee say he will vote for tax bill,1.0
1796,democrat demand jared kushner be stripped of security clearance,0.0
2672,two trump judicial nomination rebuffed by senate,1.0
1938,trump get smacked down after his immensely stupid flynn immunity tweet tweet,0.0
823,in white house conference call about iran staffer talked about blowup doll,0.0
338,trump regret move over sassy gay republican is all of the healthcare angst we need right now,0.0
1879,trump s administration wa just caught up in prostitution scandal here s how it went down detail,0.0
804,watch kellyanne conway smear investigator to give trump an excuse to fire them,0.0
621,mccain open up a can of whoop a on trump for threatening north korea with nuclear war,0.0
2884,factbox trump on twitter dec 1 kate steinle tax cut rex tillerson,1.0
2319,trump demand investigation into his political enemy and get torn apart by twitter tweet,0.0
1240,trump get chewed out after insulting obamacare patient by calling them victim,0.0
2212,watch rabid trump supporter call for liberal genocide at frightening arizona rally,0.0
1448,erik erikson trump s russia leak is actually far worse than what is being reported detail,0.0
4082,trump slap travel restriction on n korea venezuela in sweeping new ban,1.0
2563,after ruling virginia legislature s majority to be chosen by lot,1.0
1123,republican satisfaction in trump s america take 17 point dive in just one month,0.0
4683,trump blast ceo who quit advisory panel a grandstander,1.0
4420,trump said we ll see when asked whether u s would attack north korea,1.0
2711,woman accusing trump of sexual misconduct seek congressional probe,1.0
737,trump attack session again for not helping him obstruct russia investigation,0.0
3173,trump say north korea s kim insulted him by calling him old,1.0
701,rick perry is mocked over nuke by secretary whose job he thought he wa getting,0.0
3561,illinois governor enlists counterpart to attack democrat in election ad,1.0
3596,mcconnell on healthcare bill what doe trump want,1.0
4132,north korea official say north may consider hydrogen bomb on pacific ocean yonhap,1.0
3980,trump health secretary to repay cost of private jet travel,1.0
2729,trump attends civil right museum opening black leader stay away,1.0
2683,white house aide omarosa manigault newman resigns,1.0
2349,dem ag respond to trump rolling back clean water rule see you in court,0.0
1953,black caucus just broke it down for paul ryan time to get rid of nunes a intel committee chair,0.0
1049,trump s carrier deal fall apart hundred of job ship off to mexico 600 to be fired next month,0.0
3982,trump to host thai prime minister on october 2 white house,1.0
4967,putin we will have to retaliate against illegal u s sanction,1.0
4950,hypothetically speaking u s admiral say ready for nuclear strike on china if trump so ordered,1.0
1432,the hilarious way wh staff secretly signaled they have no idea why ivanka is allowed in meeting,0.0
2016,author of failed gop bill which would have kicked 24 million off insurance reportedly near tear,0.0
2083,corrupt republican blame deep state for his arrest after stealing charity money,0.0
535,watch arnold schwarzenegger take on nazi and white supremacist in scathing new video,0.0
4997,transgender soldier veteran shaken by trump s ban on their service,1.0
3380,judge warns attorney for manafort and gate against speaking on case out of court,1.0
3821,trump say he is likely to sign healthcare order this week,1.0
2242,ben carson got smoked by samuel l jackson for saying slave were immigrant,0.0
2663,alabama win thrill democrat a republican point finger,1.0
3534,trump unlikely to pick cohn for fed a he is crucial to tax reform drive official,1.0
269,bill o reilly writes infuriating blog post on la vega massacre it s absolutely vile,0.0
1886,trump stand up for fellow sexual harasser bill o reilly he didn t do anything wrong,0.0
4779,fired by trump former attorney bharara launch podcast,1.0
2510,jones certified u s senate winner despite moore challenge,1.0
259,the senate banking committee held an equifax hearing and the monopoly man showed up,0.0
4986,factbox trump on twitter july 27 ny time republican senator healthcare,1.0
842,jared kushner s excuse for the russian meeting would get most people fired,0.0
2540,trump on twitter dec 21 tax cut home sale,1.0
2112,incredible photo of north korean soldier secretly photographing trump s secretary of state,0.0
697,trump s white house team is so dumb they fell for fake email image,0.0
4142,republican plan healthcare vote obama and tv host denounce bill,1.0
3952,cannot guarantee tax cut for entire middle class mnuchin,1.0
4700,with budget cut looming u s aid chief vow to do more with le,1.0
2133,vindication sally yates nominated for jfk courage award for standing up to trump s muslim ban,0.0
2738,u s top court take up republican challenge to maryland electoral district,1.0
140,hawaiian had the perfect sign to infuriate trump when he landed there,0.0
2101,trump scream about fake news while demanding protection money from germany tweet,0.0
4737,paul manafort trump s former campaign chief drop legal team,1.0
2945,senate tax bill stall on deficit focused trigger,1.0
1968,april ryan describes in harrowing detail what it feel like to be abused by sean spicer video,0.0
762,watch according to trump obama care is somehow 17 year old tweet,0.0
2376,trump panicking a father of slain seal demand investigation into his botched yemen raid,0.0
3037,succession battle at u s financial agency seen headed to court,1.0
1370,trump fall flat on his face in israel doesn t know he s in the middle east video,0.0
2430,trump demanded the anne frank center praise him for finally denouncing antisemitism their response is epic tweet,0.0
1127,trump whine about hillary in response to obstruction investigation,0.0
2061,cowardly gop rep file police complaint against senior because he s terrified of dissent,0.0
58,trump supporter object to prince harry s recent engagement for terrible reason tweet,0.0
1338,rick santorum advises president to quit tweeting trump responds via twitter,0.0
2617,trump ally say mueller unlawfully obtained thousand of email,1.0
2192,watch msnbc panel explains terrifying reason why trump is dangerous for listening to racist conspiracy nut,0.0
1746,fox host loses it expertly rip trump s buy american policy apart video,0.0
4255,two democratic senator threaten to hold up trump epa nominee,1.0
4386,u s house panel issue subpoena to justice department over trump dossier democrat,1.0
174,do something trump panic a mueller s investigation close in on him,0.0
4314,congress approves trump s aid and debt deal with democrat,1.0
2902,republican senator daines say he will support tax bill statement,1.0
4390,trump s trade adviser say hope to reach trade deal with south korea,1.0
2593,court order trump administration to give immigrant teen abortion access,1.0
211,trump whine like a b tch on twitter after nfl and democrat tell him to go f ck himself,0.0
3161,republican confident of passing house tax bill brady,1.0
1565,here s the disgusting propaganda the white house plan to use to smear sally yates russia testimony detail,0.0
2653,u s bill to allow property and income or sale tax deduction key lawmaker,1.0
3030,senator elizabeth warren to meet leandra english on monday aide,1.0
865,bringbackobama hashtag blow up on twitter a american share memory tweet,0.0
846,in one chart this company schooled donald trump on how to treat woman,0.0
225,after whining about nfl disrespect trump laugh and joke during military ceremony,0.0
2516,u s lawmaker question businessman at 2016 trump tower meeting source,1.0
377,marco rubio just had the most hilarious reaction to trump touching him video,0.0
1533,adviser leak what trump doe when he see russia scandal on tv it s really really weird,0.0
3221,trump s 250 billion china miracle add gloss to off kilter trade,1.0
2286,conservative columnist asks crucial question about trump s state of mind and we need an answer,0.0
173,the internet wreck tomi lahren for halloween costume which violates u s flag code,0.0
3688,senate democrat vow to fight drilling in alaska reserve,1.0
707,joe biden prof he s a much better negotiator than trump he helped save obamacare,0.0
1905,dem senator promise to filibuster gorsuch because of trump s looming impeachment video,0.0
3007,u s senate liberal propose new step for puerto rico recovery,1.0
4620,factbox trump on twitter aug 17 stonewall jackson fake news lindsay graham,1.0
4769,few expect trump s 15 percent corporate tax rate deloitte survey,1.0
2012,watch fox host declares gop trumpcare failure a victory for president obama,0.0
4496,lawmaker should ok relief for harvey victim nancy pelosi,1.0
4348,top senate democrat say trump offered help for dream act,1.0
4922,for trump the honeymoon with putin may be finally over,1.0
3343,republican seek special counsel s removal from russia probe,1.0
1743,breaking benghazi obsessed gop congressman jason chaffetz too scared to run for re election detail,0.0
2952,britain s u s ambassador discussed trump retweets with senior white house staff source,1.0
4397,trump defends daca move urge congress to enact immigration law,1.0
552,even robert e lee s great great grandson want statue torn down,0.0
1221,hawaii is the first state to defy trump s paris agreement withdrawl,0.0
1469,trump give newt gingrich s wife job a vatican ambassador in latest bit of overt corruption,0.0
2780,trump administration side against union in high court fee case,1.0
2818,senior lawmaker conyers leaf u s congress after harassment accusation,1.0
192,gop senate candidate say kid were murdered at sandy hook because his god wa angry,0.0
3899,u s senate approves trump pick a top fed regulatory official,1.0
4046,trump show interest in bipartisan tax reform a obamacare repeal collapse,1.0
2467,former swedish prime minister brutally mock trump s rally insanity it s glorious tweet,0.0
3112,fcc to loosen tv newspaper ownership rule,1.0
417,breaking under trump s leadership fema could run out of money by tomorrow,0.0
1337,trump busted giving the middle finger to italy s prime minister video,0.0
4428,orange county texas to start curfew saturday after harvey,1.0
4710,north korea say nearly 3 5 million volunteer for people s army a tension rise,1.0
3530,u s house pass sanction on iran backed hezbollah,1.0
265,trump walk into church in puerto rico start throwing paper towel at the crowd video,0.0
4904,president trump to travel to promote tax overhaul legislation,1.0
2322,watch nicolle wallace just ripped trump a new one for having so much secret contact with russia,0.0
2158,white house ha no evidence of wiretap lie so they re trying to walk it back detail,0.0
798,trump s legal team in uproar after he force them to attack robert mueller,0.0
1528,trump meet with russian official one day after firing comey bar american medium from the room,0.0
103,all of roy moore s former colleague knew he liked dating teenage girl,0.0
29,don jr try to mock al franken s resignation backfire immediately,0.0
3372,republican tax bill hit wind power solar largely unscathed,1.0
4214,equifax two top technology executive leave company effective immediately,1.0
2036,president obama came out of retirement today to slam republican on healthcare,0.0
934,paul manafort s daughter say their father is guilty of mass murder in leaked text message,0.0
1816,those intel report that nunes ran to trump with reveal a bombshell that trump will hate,0.0
4574,britain welcome trump s renewed commitment to afghanistan,1.0
3710,woman accusing trump of misconduct subpoena presidential campaign,1.0
2650,white house say will work with rubio on child tax credit,1.0
4785,u s justice department not looking to charge journalist for leak official,1.0
1440,watch fox news tucker carlson scream about dirty bathroom to avoid talking about trump,0.0
2811,senate confirms trump s pick for homeland security secretary,1.0
2586,senate begin debate on final republican tax bill,1.0
4075,facebook google bound to change handling of politics ad marketing exec,1.0
3642,senator mccain suggests subpoena to make white house cyber aide testify,1.0
1342,france s president confirms he intentionally humiliated trump with that handshake video,0.0
537,report charlottesville fallout wa the final nail in bannon s coffin,0.0
994,sally yates i refused to lie and say muslim ban wasn t based on religion when we all know it is,0.0
2063,american spring breaker chant trump s build that wall while in mexico,0.0
1438,watch republican analyst who worked for nixon say trump is in impeachment territory,0.0
3174,can i get it to go canada s trudeau charm manila while ordering fried chicken,1.0
3565,u s condemns russia veto of probe into syria chemical weapon use,1.0
958,texas supreme court just proved they do not support marriage equality,0.0
3856,china say hope iran nuclear deal stay intact amid trump criticism,1.0
1387,trump blame overseas mistake on exhaustion clinton voter have a brutal reminder for him,0.0
3010,congressman gutierrez will not seek re election politico,1.0
3770,social medium firm summoned to u s congressional hearing on russia,1.0
