,title,value
4455,trump s deputy campaign manager just blamed hillary for bill s infidelity,0.0
2996,trump finally watched alec baldwin mock his russia pee party on snl and went ballistic on twitter,0.0
1698,trump insists he would still beat hillary in the popular vote even though he lost by a landslide,0.0
6122,senator mccain say subpoena may be required to get answer on niger ambush,1.0
2648,sean spicer donald trump doe not own a bathrobe image,0.0
4458,harry potter star compare donald trump to voldemort and it s perfect video,0.0
6889,u s house approves bill to preserve insurance expert on regulatory panel,1.0
4612,columnist win the internet with priceless answer to hillary hater s silly question tweet,0.0
956,donald trump get wrecked after saturday meltdown about dumb mika brzezinski tweet,0.0
3759,whoopi goldberg get pissed give trump the reality check we ve all been waiting for video,0.0
7568,trump give boy scout at jamboree a taste of washington politics,1.0
3850,teacher tell black student he ll have trump send them back to africa and doesn t think it s racist,0.0
5674,can i get it to go canada s trudeau charm manila while ordering fried chicken,1.0
5375,abc news suspends top journalist over inaccurate flynn reporting,1.0
44,watch this awesome mashup of michael flynn leading the lock her up chant a he go off to court video,0.0
1723,hillary unloads on trump for attacking human right show gop who should have been potus video,0.0
1286,trump just bailed on his own pittsburgh not paris rally the reason why is infuriating,0.0
5741,trump s limited appeal a warning sign for republican ahead of 2018 election,1.0
6703,cohen close trump business adviser to testify in senate on tuesday,1.0
2584,trump and his law and order ag sign executive order giving cop power to shoot black people,0.0
2852,the number are in trump is the most hated newly inaugurated president ever,0.0
2826,the united state government ha told trump to go f ck himself,0.0
7260,u s lawmaker seek missing information in review of monsanto weedkiller,1.0
2742,trump say his ban isn t a ban and only keep bad people out get his a handed to him,0.0
3402,ann coulter think we need to get rid of the utterly useless cia audio,0.0
6186,nfl policy on anthem kneeling unchanged despite trump rebuke,1.0
4235,breaking donald trump walked into dressing room to look at naked miss teen usa contestant,0.0
9489,top u s intelligence democrat blast white house over nunes document,1.0
7975,lawmaker unveil bill to keep insurance expert on risk panel,1.0
2151,paul ryan exposed a spineless a leaked audio show him trashing trump video,0.0
8558,trump arrives in sicily ahead of group of seven summit,1.0
3396,twitter mock the hell out of trump for latest poorly spelled screed against obama tweet,0.0
3343,breaking the electoral college vote are in and here s how it went,0.0
3171,ivanka drop shocking bombshell on the obamas right before they leave white house detail,0.0
8214,trump ha no intention of firing special counsel mueller white house,1.0
3648,actress make huge donation that will drive trump nut,0.0
3195,this awesome book tell u everything we ll ever need to know about respecting trump,0.0
6466,u s will admit up to 45 000 refugee next year trump,1.0
7010,robert mueller examining flynn s role in seeking clinton email from hacker wsj,1.0
5465,congressman conyers face mounting pressure to resign,1.0
2560,mark cuban hilariously burn trump for attacking him on twitter tweet,0.0
7409,republican call on new trump chief of staff to fix white house chaos,1.0
8854,trump say he fired fbi chief because he wasn t doing a good job,1.0
2521,trump staffer are so terrified of trump that they re using secret chat app to avoid his wrath,0.0
9055,trump seek to shrink federal role in education with new order,1.0
424,seahawks star ha even more to protest before game after police brutality in vega,0.0
1913,trump laughably claim his fake obama wiretap claim are turning out to be true,0.0
1560,official obama warned about flynn but trump thought he wa joking,0.0
6135,trump say he will work with congress on more aid for puerto rico,1.0
7388,u s embassy in moscow say locked out of diplomatic property,1.0
8035,key republican collins ha serious concern on healthcare bill,1.0
9202,highlight the trump presidency on april 21 at 6 12 p m edt 2212 gmt,1.0
2934,alec baldwin join anti trump protest give speech that will ruin trump s inauguration day video,0.0
488,phoenix newspaper break the internet in brutal tweetstorm on former sheriff joe arpaio,0.0
8278,mnuchin not worried by lower u s tax receipt ha funding plan,1.0
9225,japan trade minister u s commerce secretary ha not requested any specific topic for talk,1.0
6181,trump s drug czar nominee withdraws from consideration,1.0
3152,republican vote to defund the u n in retaliation for one single issue,0.0
9904,treasury s mnuchin say trump doe not want trade war,1.0
8559,house panel chairman say fbi decline for now to meet request for comey linked document,1.0
9565,highlight the trump presidency on march 31 at 6 19 p m edt,1.0
75,fox news ban gene simmons for life for harassing staff off camera,0.0
7232,trump thanks putin for slashing u s diplomatic staff,1.0
9086,former u s official to testify at may 8 senate hearing on russia probe,1.0
6697,trump nikki haley to share u s spotlight at u n gathering,1.0
8470,fcc to vote on revising rule on identifying threatening call,1.0
543,republican not willing to defend trump on air according to fox s shep smith,0.0
1426,trump just got caught on hot mic make another disgusting joke that will ruin his presidency video,0.0
4001,kellyanne conway loses it on jake tapper when he call out trump s bigoted fan video,0.0
6207,trump declares obamacare dead urge democratic help for short term fix,1.0
57,trump wake up to scream at black people after hurling a racial slur yesterday,0.0
6110,white house trump considering powell taylor for either fed chair or vice chair,1.0
7757,u s judge narrow travel ban in defeat for trump,1.0
9918,tillerson urge new approach to north korea give no detail,1.0
495,rnc staffer assigned to finding positive story about trump say take this job and shove it,0.0
2176,gop announced their obamacare replacement bernie sander just destroyed it in under 2 minute video,0.0
1042,kellyanne conway admits comey tape probably exist but say trump doesn t have them video,0.0
7869,china s xi reiterates commitment to resolving north korea issue via talk xinhua,1.0
8478,fearing trump s next move liberal urge supreme court conservative kennedy to stay,1.0
2975,vladimir putin just defended trump in the worst way possible video,0.0
1390,watch student walk out during mike penny s commencement speech,0.0
1298,france s president threw awesome shade at trump after he pulled u from paris agreement,0.0
8210,alexandria police chief say five people taken to hospital after shooting,1.0
3651,clinton team take aim at trump for his full blown hysteric over recount tweet,0.0
2142,trump s border wall sh t just got real texan receive notice to sell or have their land taken,0.0
767,republican demand chelsea clinton be questioned over benghazi hillary scandal video,0.0
366,bill maher turn gop s state right nonsense on it head in epic defense of liberal state defiance of trump video,0.0
4324,stephen colbert just hammered trump for asking terminally ill to stay alive to vote for him tweet,0.0
8481,in illinois partisan politics send budget battle into overtime,1.0
8686,white house moving ahead with stiff epa budget cut group citing document,1.0
5630,u s congress urged to require chinese journalist to register a agent,1.0
5603,u s interior secretary fails to provide paper in travel probe inspector,1.0
9133,uphill battle loom a trump seek revamped healthcare plan,1.0
8505,talk of trump pullout alarm backer of paris climate accord,1.0
2048,breaking lead republican investigating russia just proved he s in it for trump not the truth,0.0
92,watch corporate ceo shock trump s economic adviser with truth about gop tax cut,0.0
5859,factbox what is in tax bill from trump house republican,1.0
4650,watch bill o reilly just got caught lying about defending roger ailes from sexual harassment lawsuit,0.0
3160,gop congresswoman destroyed in her own poll on repealing obamacare tweet,0.0
6262,u s state to file new suit challenging trump healthcare subsidy cut,1.0
9967,trump doe not agree with lawmaker s immigration tweet white house,1.0
469,hypocrite ivanka get skewered for approving dad s move to kill obama pay equality rule,0.0
6386,treasury watchdog find mnuchin s private jet trip broke no law,1.0
572,charlottesville vice mayor responds to trump s silence on white supremacy this is brutal video,0.0
5186,senator gillibrand call trump twitter post sexist smear,1.0
2463,reince priebus back trump s claim that the medium is the enemy video,0.0
1897,trump us syria attack to slam obama and twitter gleefully show the problem with that tweet,0.0
8793,trump reassures farmer immigration crackdown not aimed at their worker,1.0
3831,the guy trump want in charge of the environment literally hate puppy,0.0
7886,u s senator urge doj to reject any white house push in merger probe,1.0
3413,trump advisor s stupidity make cnn host explode in battle over climate change video,0.0
1965,hillary clinton just took sean spicer and bill o reilly to the woodshed and it is beautiful video,0.0
8655,u s supreme court leaf key campaign finance restriction in place,1.0
612,it s on toddler trump hears critical mcconnell statement promptly start to lose it tweet,0.0
4233,lebron james ha some choice word for trump s locker room talk and it s brutal video,0.0
7777,u s senate confirms businessman hagerty a ambassador to japan,1.0
5780,south korea s moon first suggested trump visit dmz blue house official,1.0
290,neo nazi website loses it domain again and it nazi owner is losing his damn mind,0.0
3633,a growing coalition of elector is working feverishly to stop trump,0.0
4511,the king of anti hillary trolling is a near billionaire whose company wa bought by facebook,0.0
5329,house tax panel chair to urge longer lasting individual tax rate cut,1.0
6415,trump tax plan expends recession fighting u s business tax break,1.0
2111,trump s meeting with germany s angela merkel go from awkward to offensive in second video,0.0
3457,watch saturday night live hilariously show u the delusional reality trump life in,0.0
4876,fox guest attack each other after someone call hillary a bigot video,0.0
1403,bombshell report white house counsel preparing for impeachment detail,0.0
6334,mexico will only remain in nafta if good for national interest foreign minister,1.0
1379,trump denies leaking israeli source confirming source is israeli on international television video,0.0
8331,trump push infrastructure plan a russia probe heat up,1.0
4462,watch this 9 year old girl s heartbreaking message about black and police brutality video,0.0
3790,tennessee official resigns in shame after saying kkk is more american than obama video,0.0
5789,trump to give major north korea speech then press china to do more,1.0
1702,the gop congress just moved to let big bank and the super rich screw you over,0.0
9479,u s labor chief want more drastic change to nafta from trump,1.0
2030,watch jake tapper mock republican hard on cnn for humiliating failure to pas trumpcare,0.0
4770,watch trump campaign manager crash and burn when grilled about immigration plan,0.0
6792,chicago asks judge to halt trump plan to deny fund to sanctuary city,1.0
7959,vp penny hire political operative a top aide step down,1.0
8509,trump to broaden exemption to obamacare birth control mandate report,1.0
1507,tim kaine can t hold back his tear during heart wrenching health care hearing,0.0
1798,australia s ex foreign minister responds to trump s failing presidency america should listen video,0.0
8992,trump invite leader of thailand singapore to the white house,1.0
4148,howard stern having trump on my show to demean woman with sex talk wa no accident,0.0
9015,no vote on healthcare bill this week in u s house,1.0
4287,cnn host john king trump should be jail not running for president video,0.0
1854,bill o reilly s show bizarrely cut short in wake of advertiser mass exodus detail,0.0
2962,donald trump s latest namesake ha bad hair and small genitals but it fly,0.0
3488,trump get his safe space a woman s protest is barred from inauguration site,0.0
179,trump s puerto rico contract with two man energy company is corrupt a f ck,0.0
11,watch paul ryan just told u he doesn t care about struggling family living in blue state,0.0
4986,fmr romney campaign chair break rank give full throated endorsement of clinton,0.0
9762,highlight the trump presidency on march 22 at 6 30 p m edt,1.0
2143,former virginia mayor could get 40 year after pleading guilty to trading meth for sex video,0.0
7311,kremlin agrees with trump that bilateral tie at very dangerous low,1.0
1186,session panic cancel public testimony because he doesn t want to answer question about russia,0.0
3832,trump ha already made u the world s punch line in a nauseating way,0.0
9274,trump voice caution on relationship with putin,1.0
654,it took a democratic governor to finally call the mosque bombing terrorism,0.0
4471,katrina pierson just blamed hillary clinton for trump s stop and frisk plan video,0.0
3425,energy department tell trump to go f ck himself in response to his climate change witch hunt,0.0
421,trump tell the dakota i will make the drought go away,0.0
7457,factbox scaramucci s financial potpourri baseball movie diet shake,1.0
8744,factbox u s industry wish list in trump regulation overhaul,1.0
5854,china say south china sea not an issue between china united state,1.0
6208,senate republican murkowski leaning yes on tax reform budget,1.0
2536,watch matt lauer just crushed kellyanne conway s bullsh t defense of flynn and trump,0.0
1150,session too intimidated to answer harris s hot question at hearing so she scorch him on twitter detail,0.0
1462,internet slam trump over mother s day woman s health hypocrisy tweet,0.0
5255,judge presiding over michael flynn criminal case is recused court,1.0
3757,neil degrasse tyson want to do something really uncharacteristic to trump,0.0
3943,newsweek out trump a putin s puppet and our nato ally are terrified video,0.0
1922,federal judge rule that trump did incite violence during 2016 campaign detail,0.0
7126,u s house democrat launch probe into m drug pricing,1.0
1315,u s corporation plead with trump on front page of ny time don t abandon paris deal,0.0
3075,ex white house press secretary just dropped an awesome obama truthbomb that will make trump pissed,0.0
1012,trump s healthcare bill would force this mom to pay her 3 year old son s entire 231 000 medical bill,0.0
5532,factbox what is the u s consumer financial protection bureau,1.0
4059,this writer hilariously pranked trump after tricking the gop candidate into following him tweet,0.0
3770,democrat still have a chance to yank the senate out from under the gop here s how,0.0
758,this congressman just took a stand against trump s corruption and trump will hate it,0.0
6542,trump ally stone denies collusion with russia,1.0
3088,auto company humiliates trump for bragging that he s responsible for their job creation in america,0.0
5289,bill letting people bring concealed gun across state line pass u s house,1.0
5636,session change statement about trump campaign and russia,1.0
7980,trump say senate republican likely to pas healthcare bill,1.0
3627,baltimore teacher break 7 yr old s jaw for being disruptive throw child into wall video,0.0
7371,trump extols corporate profit while seeking corporate tax cut,1.0
4893,alabama gop mayor call opponent n after losing election screenshots,0.0
6219,judge decline to dismiss bribery charge against u s senator menendez,1.0
2487,just in trump knew about flynn s call with russian ambassador tried to cover it up,0.0
7390,connecticut lawmaker approve labor pact with pension concession,1.0
2455,there wa a terror attack in sweden recently but trump won t like who the terrorist were,0.0
8733,republican worry trump scandal may doom legislative agenda,1.0
326,former director of national intelligence say russia interference cast doubt on trump s win,0.0
6690,u s to appeal ruling blocking trump funding cut on sanctuary city,1.0
5782,senator seek explanation for career u s prosecutor s abrupt resignation,1.0
8610,u s defense budget proposal see modest increase despite hawkish rhetoric,1.0
8904,u s house approves tighter north korea sanction,1.0
8308,instant view comey accuses trump administration of defaming him,1.0
7000,tillerson say u s will keep up peaceful pressure on north korea,1.0
2702,watch fox news literally praise last job report under president obama a economic win for trump,0.0
2403,gabby giffords shame gop rep for using her shooting a an excuse to hide from town hall,0.0
6060,trump administration to delay processing most refugee from 11 country memo,1.0
4983,republican lindsey graham loses it blame trump for gop s death spiral,0.0
981,nikki haley get crucified on twitter after bragging about shameful act,0.0
4213,top trump surrogate brutally stab him in the back he s pathetic video,0.0
6421,trump to receive multiple option on iran nuclear deal tillerson,1.0
9414,trump tap lyft executive for transportation post,1.0
315,target just made a major move that s going to blow conservative mind video,0.0
4669,trump suggests banning moderator at debate matt lauer wa tough on me,0.0
8043,trump reach out to lawmaker on healthcare a another say no,1.0
2788,senate republican blast donald trump s racist dangerous muslim ban with full force,0.0
5097,trump on twitter dec 18 congressional race train accident tax cut,1.0
9881,trump say conservative house lawmaker line up behind healthcare bill,1.0
7244,oklahoma supreme court rule fee on cigarette unconstitutional,1.0
3616,the internet perfectly humiliates racist breitbart for boycotting kellogg s,0.0
4433,breaking lawsuit show trump wanted to fire replace unattractive female employee,0.0
4588,watch this democrat just released the most badass campaign ad so far,0.0
2750,it took a scathing letter from canada s prime minister to make fox news finally correct fake story,0.0
8179,white house scrap some agency paperwork rule in push for efficiency,1.0
1171,trump tweet about his impeachment chance in latest and perhaps greatest self own,0.0
3538,carrier make appalling announcement le than a week after trump s deal,0.0
8754,after trump disclosure uk s may say will continue to share intel with u s,1.0
258,the justice department just said it s legal to discriminate against transgender people,0.0
5765,white house condemns missile attack on saudi by yemen s houthis,1.0
9319,trump to meet u s business leader on infrastructure tax reform,1.0
3063,trump just lost his sh t after report claim he paid russian lady to pee on his bed in moscow tweet,0.0
6714,equifax two top technology executive leave company effective immediately,1.0
5012,factbox trump on twitter dec 28 vanity fair hillary clinton,1.0
3731,hamilton distraction trump get away with lying about his insane debt to this nation detail,0.0
7653,trump say he should not have picked session a attorney general ny time,1.0
4888,donald trump campaign ceo caught committing voter fraud,0.0
5452,britain s u s ambassador discussed trump retweets with senior white house staff source,1.0
7762,trump to get a range of option to curb steel import senator,1.0
6049,under trump plan refugee from 11 country face additional u s barrier,1.0
2664,trump claim any negative poll are fake news and get savaged by the internet tweet,0.0
1908,racist nypd cop threaten to tase black child for walking down the street video,0.0
4667,watch republican kentucky governor call for bloody rebellion if hillary clinton is elected,0.0
7812,msnbc host leaving the republican party becoming an independent,1.0
1525,top dems take action to keep document on russia investigation safe from trump,0.0
2009,republican ha epiphany wracking my brain to think of one positive thing our party ha done,0.0
5086,senate begin debate on final republican tax bill,1.0
6959,mattis sign order to send additional troop to afghanistan,1.0
2022,watch rachel maddow laugh at republican effort to pas universally hated trumpcare bill,0.0
4298,utah s oldest paper demand trump drop out of race in scathing must read editorial,0.0
7504,detail of military transgender policy being worked out white house,1.0
160,legal community school trump s lawyer for claiming collusion is not a crime,0.0
8183,scalise undergoes more surgery source,1.0
734,trump will torture session every day until he resigns report,0.0
7298,with military discipline imposed trump getting more time for decision,1.0
1940,intel committee member innocent people don t ask for immunity video,0.0
9571,senate kill family planning rule penny break tie,1.0
2293,gop rep asks muslim high school student do you beat your wife video,0.0
3656,awesome new app help make sure we all continue to hurt the trump brand a much a possible,0.0
9644,trump s son in law to oversee government revamp,1.0
1350,dear president moron since you don t seem to get how nato work please allow me to educate you,0.0
5338,in slap at romney trump say he want hatch to run for re election,1.0
8826,trump say his decision to fire fbi chief call him showboat nbc interview,1.0
3752,tonight s saturday night live is sure to make trump foam at the mouth,0.0
5002,senior u s republican senator let mr mueller do his job,1.0
1127,trump whine about hillary in response to obstruction investigation,0.0
4347,busted steel union furious at trump for destroying american job,0.0
8869,u s lawmaker seek looser energy development rule for tribal land,1.0
3032,texas gop er shredded for insane comparison between latino band and russian hacker tweet,0.0
5790,house tax panel chair say expects vote on plan next week,1.0
5293,senate vote to begin tax bill negotiation with house,1.0
9184,a trump warned north korea his armada wa headed toward australia,1.0
1320,there s something very weird about nearly half of trump s twitter follower,0.0
4169,alec baldwin didn t even wait for trump to whine about snl before smacking him around video,0.0
6268,u s hike tension in nafta talk with call for sunset clause,1.0
5142,republican governor meet with penny over nafta concern,1.0
8841,trump to nominate ex congressman green to lead u s aid agency,1.0
4784,black religious leader denounce trump a the fraud that he is,0.0
7240,trump attack mitch mcconnell for second day over senate health policy failure,1.0
4838,fmr mexican president trump is not welcome in our country video,0.0
3788,report team trump just hired a crackpot anti muslim conspiracy theorist to advise on national security,0.0
6530,trump administration red tape tangle up visa for skilled foreigner data show,1.0
8385,trump renews criticism of london mayor khan over attack,1.0
381,kid rock just had his first political rally and it wa worse than you d imagine video,0.0
1860,the white house just confessed the real reason for syria attack it is disgusting detail,0.0
4871,tim kaine show trump decent way to respond after his shameful dwyane wade tweet video,0.0
675,senate ha had enough of trump s obstruction handcuff his ability to appoint an ag to fire mueller,0.0
653,trump post insane tantrum about the medium while supposedly working on vacation,0.0
1790,democrat just crushed a bunch of republican in illinois because of backlash against trump,0.0
6826,factbox trump on twitter september 7 sheikh sabah hurricane irma daca,1.0
530,kkk leader threatens to burn a n r journalist during off the rail interview,0.0
6379,help wanted staff shortage under trump slow policy change,1.0
1194,watch dan rather explains how close we actually are to a republican defection from trump,0.0
483,the unbelievable reason trump pardoned arpaio a hurricane harvey wa bearing down,0.0
6406,group of u s lawmaker launch new drive on sentencing reform,1.0
6176,u s senator reach bipartisan deal on obamacare trump indicates support,1.0
5928,u s senator hammer facebook for power over election,1.0
4919,watch delusional trump campaign manager make craziest claim yet to deny trump is losing,0.0
699,this old anthony scaramucci tweet must be very uncomfortable right now,0.0
8333,auto need device to curb child heatstroke death u s lawmaker,1.0
1368,monica lewinsky wrote an obituary for roger ailes and it wa brutal,0.0
5965,bernie sander back millionaire tax to fix new york subway,1.0
354,roy moore want to be alabama s senator but he can t stop being a giant racist,0.0
7157,trump s strategic and policy forum to disband source,1.0
4821,news legend dan rather just razed trump s hate filled immigration speech,0.0
6325,trump name eric hargan a acting health secretary,1.0
6455,u s accuses iran venezuela of human trafficking failing,1.0
2179,watch trump s wiretap accusation blown wide open he may be guilty of obstruction of justice,0.0
8664,iran foreign minister scorn trump after speech arm deal,1.0
6292,fcc head silent on trump comment about pulling broadcast license,1.0
2044,trump s grab them by the p y nature reappeared during meeting with japanese prime minister,0.0
3908,racist road raging trump fan call black driver a n because black life don t matter video,0.0
1760,trump influence crumbling a his own supporter share shocking resentment for him detail,0.0
9119,sweet home chicago obama re emerges in city where it all began,1.0
8021,narrowed travel ban could sow confusion in u s and abroad expert say,1.0
7923,trump tweet mock video of himself tackling punching cnn logo,1.0
1991,california governor delivers harsh message to donald trump he s messing with the wrong state video,0.0
6835,new senate obamacare repeal bill due monday senator,1.0
213,god bless whoever is photoshopping these hilariously long tie onto donald trump,0.0
9527,democrat donnelly to support trump pick for u s supreme court,1.0
5365,billy bush it wa trump s voice on access hollywood tape,1.0
6837,fbi chief see no evidence of white house interference in russia probe,1.0
6348,epa chief to sign rule on clean power plan exit on tuesday,1.0
6004,fatal niger operation spark call for public hearing in congress,1.0
6048,obama discriminated against coal nuclear u s energy secretary,1.0
6806,trump on hurricane irma this is some big monster,1.0
843,fox news just shared a poll that trump is going to hate meltdown inevitable tweet,0.0
1561,sally yates bombshell trump wa warned flynn wa exposing white house to blackmail video,0.0
8340,missouri governor call special session on abortion,1.0
9485,eu official say no sign trump plan to ease russia sanction,1.0
8573,trump at nato vow unwavering fight against terrorism,1.0
5967,white house no sign of collusion in campaign aide indictment,1.0
9292,u s russia tension over syria will not spiral out of control mattis,1.0
8923,trump order to ease ban on political activity by church,1.0
275,overnight la vega attack is deadliest mass shooting in american history detail,0.0
7550,trump slam session a not tough enough assails intel leak,1.0
9832,trump s net worth dwindled to 3 5 billion forbes say,1.0
4993,trump just got fined 10 000 for improperly using trump tower for campaign event,0.0
9982,senate confirms trump s pick to run medicare medicaid,1.0
3568,bernie sander devastates trump on twitter over hypocrisy for treasury pick tweet,0.0
8681,ex u s congressman weiner pleads guilty in teen sexting case,1.0
6712,state department describes plan for cut offer few specific source,1.0
8893,u s environmental chief to recuse himself from court case,1.0
284,trump try shaming nfl with video of hockey fan standing for anthem and humiliates himself,0.0
7501,head of senate panel say near deal on russia iran sanction vote,1.0
7768,house panel to interview former trump adviser,1.0
7249,trump appoints chatterjee to chair energy commission,1.0
8036,top democrat slam obama administration s response to russian hack,1.0
333,scaramucci tv appearance go off the rail a show brings special guest to mock him video,0.0
2127,trump s hhs secretary argues that insurer should be able to charge sick people more video,0.0
5171,trump dossier firm republican leaked bank record in retaliation,1.0
2386,trump just threw the worst insult yet out to the white house press corp,0.0
2513,new york s attorney general could literally put trump out of business,0.0
325,trump just threatened to murder 25 million people because word offended him,0.0
5716,house panel to finish work on tax legislation thursday chairman,1.0
5878,house republican propose to scrap 7 500 electric vehicle credit,1.0
9438,senate set for pivotal vote on supreme court nominee,1.0
3626,this female u s senator just said what we re all thinking about trump and it s perfect tweet,0.0
1881,bombshell report just dropped showing gorsuch is a fraud,0.0
8814,what we know about u s probe of russian meddling in 2016 election,1.0
3971,obama just obliterated the gop s threat to kill the supreme court if hillary win,0.0
1075,ivanka trump sends out worldrefugeeday tweet get stomped on by twitter user everywhere,0.0
8425,trump s continued search for new fbi chief seen a chaotic source,1.0
2322,watch nicolle wallace just ripped trump a new one for having so much secret contact with russia,0.0
7213,u s judge order illinois to boost disabled care,1.0
5909,ex british spy paid 168 000 for trump dossier u s firm discloses,1.0
3016,trump just got creamed for citing right wing propaganda network a credible news about prostitute pee tweet,0.0
7295,u n vote saturday on u s bid to slash north korea export over missile test,1.0
9447,house will not reach healthcare deal before two week break,1.0
7227,merkel see no military solution to u s dispute with north korea,1.0
4406,unbelievable florida high school student wear kkk outfit to school for homecoming video,0.0
2477,trump will spend more taxpayer money on vacation in a year than obama did in eight,0.0
5895,u s authority identify six russian official in dnc hack wsj,1.0
1665,dem lawmaker out troll internet troll by calling his grandmother image,0.0
3081,facebook troll excited for obamacare repeal is on affordable care act irony abounds image,0.0
2264,the wind revealed an unknown creature atop trump s head and people cannot stop watching viral video,0.0
8326,trump fbi nominee s corporate legal work could exclude him from some probe,1.0
5647,duterte berates canada s trudeau at end of philippine summit,1.0
5008,trump on twitter dec 28 global warming,1.0
788,watch the new man in trump s life is kissing his a like nobody else ever ha,0.0
6451,factbox trump on twitter oct 1 rex tillerson puerto rico,1.0
9544,lockheed martin win 582 million u s defense contract pentagon,1.0
2483,chuck todd confronts trump over unhinged enemy tweet promptly put him in his place video,0.0
798,trump s legal team in uproar after he force them to attack robert mueller,0.0
8965,trump question why u s civil war had to happen,1.0
1367,president curtsy delivers a really sick burn to manchester attacker loser video,0.0
9453,abdullah welcome trump engagement in israel palestinian peace,1.0
3166,trump get ripped apart for yet another hilariously misspelled pro russia twitter outburst tweet,0.0
7121,trump blast republican senator on moral equivalency after virginia attack,1.0
3421,foreign government have been giving election to republican for decade,0.0
7058,u s put more pressure on pakistan to help with afghan war,1.0
341,anti porn gop florida lawmaker wa just caught porning on twitter,0.0
6783,house committee considering tax relief for hurricane victim,1.0
8362,cautious comey expected in u s hearing on trump russia probe,1.0
5914,senate banking chair democrat say still hopeful for deal on dodd frank bank rule rewrite,1.0
7783,u s house will delay break if senate pass health bill house speaker,1.0
4712,entire seattle seahawks team will join kaepernick in protest during national anthem on sunday,0.0
5439,texas congressman will not seek re election in wake of nude photo,1.0
7166,nafta nation have powerful shared interest in new deal canada,1.0
8465,france s macron tell trump paris accord not renegotiable source,1.0
5432,trump to give state of the union address on jan 30 white house,1.0
5781,u s senate panel target chinese bank with north korea sanction,1.0
9686,trump on obamacare repeal from boast of greatness to lesson learned,1.0
5664,supreme court to hear minnesota voter apparel law challenge,1.0
923,watch trump disgracefully attack president obama in poland,0.0
8707,probe by u s special counsel is a criminal investigation blumenthal,1.0
5062,democrat plan to use tax bill to attack republican at midterm,1.0
233,fema it s not our job to deliver food and water relief to puerto rico,0.0
5882,new york republican zeldin opposes tax bill,1.0
2898,the dictionary delivers epic smackdown of kellyanne conway s alternative fact bullsh t,0.0
7585,congressman proposes ban on trump hotel use by u s government,1.0
6583,supreme court ha option to duck travel ban ruling,1.0
3108,twitter just banned martin shkreli for cyberstalking an anti trump teen vogue writer screenshots,0.0
7054,trump unshackled president defends charlottesville response at raucous rally,1.0
8059,trump denies obstructing fbi probe say ha no tape of talk with comey,1.0
7346,eu s juncker say ready to retaliate if needed over new u s sanction on russia,1.0
9057,conservative back latest u s healthcare bill obstacle remain,1.0
5027,trump on twitter dec 22 tax cut missile defense bill,1.0
6848,top senate democrat say trump offered help for dream act,1.0
3579,there is literally no way to stop trump from using nuclear weapon,0.0
740,former cia chief blast trump s speech to boy scout like watching a dictator,0.0
1147,breaking shooter target congressional republican at baseball practice steve scalise shot,0.0
5301,congress tax negotiator may have final bill before dec 22,1.0
8193,trump to name republican donor kelly craft a ambassador to canada official,1.0
2526,report russia taunt and test united state a puppet trump continues fawning over putin,0.0
7712,u s list of nafta goal not earth shattering canada source,1.0
4625,ivanka trump whine after interviewer point out that her dad think pregnancy is bad for business,0.0
1543,ag session toy with ending russia investigation completely minute after firing the guy heading it,0.0
2313,rachel maddow reveals her secret to successfully covering trump,0.0
706,tomi lahren blast obamacare admits she s still on parent health insurance video,0.0
7021,trump to begin tax reform push next week white house adviser tell ft,1.0
2133,vindication sally yates nominated for jfk courage award for standing up to trump s muslim ban,0.0
5282,democratic lawmaker question kushner on new york property letter,1.0
6097,senate s mcconnell say tax bill should be revenue neutral,1.0
5514,trump refers to a pocahontas in congress at meeting with veteran,1.0
66,trump everything you heard me say on the access hollywood tape never happened,0.0
6951,trump to nominate robert jackson for seat on sec source,1.0
9885,tillerson avoids public conflict with trump over budget,1.0
6355,turkey urge u s to review visa suspension a lira stock tumble,1.0
2355,trump tweet a douchey self congratulatory thank you and american tell him where he can shove it tweet,0.0
7873,france s macron say will continue to press trump on climate agreement,1.0
7174,charlottesville school parent address child s fear after violence,1.0
4863,comedy central s roast of rob lowe hijacked a comedian epically roast ann coulter,0.0
3574,trump go on bizarre twitter rant that will make business laugh at him,0.0
2718,canada s trudeau throw major shade at grizzly bear trump it s glorious,0.0
7028,white house say it is committed to raising debt ceiling,1.0
5745,repeal of individual mandate would increase uninsured premium cbo,1.0
1847,breaking this new analysis bad news for obamacare hater detail,0.0
2705,nancy pelosi back bombshell legislation that could kick trump out of office video,0.0
3267,obama smack down everyone who think democrat left out white worker video,0.0
5187,trump loses his big bet on alabama u s senate race,1.0
9624,trump sign order dismantling obama era climate policy,1.0
6546,trump show interest in bipartisan tax reform a obamacare repeal collapse,1.0
6915,funding battle loom a texas see harvey damage at up to 180 billion,1.0
9138,ex illinois governor blagojevich loses bid to cut prison term,1.0
2350,michael moore go off on trump s speech blast him for this one sick moment video,0.0
5877,u s lawmaker target myanmar military with new sanction,1.0
3893,katy perry release amazing campaign ad that perfectly describes why we re all voting for hillary,0.0
9535,germany balk at tillerson call for more european nato spending,1.0
7397,chicago project shrinking budget gap in 2017 and 2018,1.0
6726,factbox trump on twitter september 14 daca florida mexico earthquake healthcare,1.0
5010,jones certified u s senate winner despite moore challenge,1.0
130,russian lawyer drop bomb on donald trump jr alleges direct pay to play attempt,0.0
8683,goldman s donovan to withdraw from deputy treasury secretary nomination source,1.0
9123,trump tax plan may produce some short term budget issue mnuchin,1.0
