,title,value
5976,mark kirk becomes first republican to un endorse donald trump video,0.0
14723,how a border tax could divide boeing and it supplier,1.0
18374,white house meet with clinton trump team to discus transition,1.0
7619,check out this disturbing ad a christian site posted seeking a husband for this virgin woman,0.0
3872,hillary said we owe donald trump the chance to lead here is why she is dead wrong,0.0
8998,chris christie call obama a petulant child for executive order on gun video,0.0
3592,obama eyeing digital medium career post presidency,0.0
11120,ending iran nuclear deal would worsen north korea situation kerry,1.0
6101,booking for trump s hotel plummet by 60 percent,0.0
14559,trump say trade gap will make china meeting a very difficult one,1.0
18340,u s india sign military logistics agreement,1.0
16938,taiwan call on china to view trump call calmly,1.0
13500,white house say will refer question about russia probe to trump s attorney,1.0
14676,republican lawmaker quits conservative house group over healthcare conflict,1.0
12968,trump name republican aide to open fcc seat,1.0
14586,white house say new information ha emerged on russia probe,1.0
9140,pelosi chuckle and mock president trump when asked about their relationship video,0.0
6918,republican leader and activist plan to back third party candidate if trump is nominated,0.0
13090,moscow cancel meeting with u s diplomat after sanction,1.0
2583,betsy devos asked a dumb question on twitter and got her a handed to her by teacher,0.0
17138,obama say urge a wait and see approach on trump proposal,1.0
8354,bernie sander say you can t be a moderate and a progressive tweet,0.0
19979,u s confident brazil can meet political economic challenge white house,1.0
16353,congress to start undoing obama era regulation this month leader,1.0
6077,melania trump and heidi cruz finally get together on maya marty and it s hilarious video,0.0
3521,republican prove they are against the working class by blocking job creating provision in major bill,0.0
2586,watch trump education minion betsy devos run away after being blocked from entering public school,0.0
2580,even indiana s republican are trying to erase any evidence penny ever existed,0.0
17702,highlight from reuters exclusive interview with donald trump,1.0
16671,russian hacker hit pentagon email system in 2015 cbs,1.0
8247,ca school resource officer arrested for having sex with a minor video,0.0
17565,kansa judge strike state s dual voter registration system,1.0
4201,trump supporter threatens montel williams so he publicly humiliates her into oblivion,0.0
10290,senator franken to resign on thursday minnesota public radio,1.0
1521,deputy attorney general pissed trump ordered him to find reason to fire comey,0.0
6616,conservative christian say wife should submit to husband even if treated like sh t,0.0
432,obama pen stunning response to trump s cold blooded move on daca trump fan should be ashamed,0.0
8130,why the death of justice scalia make the supreme court a huge 2016 election issue,0.0
19576,fundraiser make pitch for trump at hedge fund conference,1.0
4001,kellyanne conway loses it on jake tapper when he call out trump s bigoted fan video,0.0
17073,business boom at trump tower nearby retailer hit by security and crowd,1.0
18072,kansa argues against boost in school funding,1.0
8311,hyperventilating christian freak out over ban on prayer at phoenix city council meeting video,0.0
9300,flashback to 2014 wapo headline obama should fire john brennan for lying only one year after james clapper wa caught lying under oath,0.0
9598,abc news report la vega massacre suspect s hard drive is missing from his laptop,0.0
11265,trump say he ha decided to decertify iran nuclear deal,1.0
19542,u s nordic nation call on russia s military to comply with obligation,1.0
521,twitter ha absolute field day laughing at trump for blinding himself during eclipse,0.0
5313,five cop handcuff dr dre at his home because a racist white guy claimed he had a gun video,0.0
17013,representative barletta say he discussed becoming trump s labor secretary,1.0
10811,trump greets japanese emperor with a handshake and nod but no bow,1.0
11988,u s appeal court question scope of trump travel ban,1.0
19634,this is not a reality show obama tell trump,1.0
19042,trump shrug off campaign funding lag cite personal wealth,1.0
7561,abused reporter throw karma back in the face of horrific trump campaign manager,0.0
6144,this immigrant west point graduate prof america is already great image,0.0
11031,trump decline to say if he will visit korean dmz on asia trip,1.0
1559,sally yates just opened a can of constitutional whoop as on ted cruz video,0.0
6160,cnn accidentally air raunchy screen capture of reply to trump tweet and it s hilarious image,0.0
11399,u s senate approves trump pick a top fed regulatory official,1.0
8544,trump brag black people are gonna like me more than they like obama video,0.0
13714,ex cia chief brennan to testify before house intelligence committee,1.0
19728,oklahoma lawmaker approve bill to revoke license of abortion doctor,1.0
8458,the boycott of israel just got a major helping hand from president obama,0.0
4338,mike penny just crashed and burned in humiliating morning joe interview video,0.0
4211,conservative viciously attack michelle obama for condemning trump s predatory behavior,0.0
16526,trump to meet with cia fbi and dni chief on friday spokesman,1.0
15661,over 9 2 million sign for obamacare amid trump repeal push,1.0
15375,trump s defense chief see no military collaboration with russia,1.0
16943,trump say taiwan president called me to offer congratulation,1.0
19756,exclusive half of american think presidential nominating system rigged poll,1.0
7875,alabama lawyer laughably file lawsuit against five scotus justice for same sex marriage ruling,0.0
19959,republican signaling a shift say more money needed for zika fight,1.0
12413,outside adviser to trump call for firing of cfpb head cordray,1.0
11900,house panel to consider measure seeking comey firing document,1.0
332,republican senator stuns in town hall admits gop s obamacare repeal will fail tweet,0.0
5927,trump s relationship with this woman could lead to huge scandal for gop,0.0
17273,u s internet firm ask trump to support encryption ease regulation,1.0
15336,mississippi port eye cuba sign agreement in havana,1.0
19219,judge issue final order upholding alabama same sex marriage,1.0
19537,trump say brexit would not impact potential uk u s trade deal if he is president itv,1.0
254,wh staffer explains trump s calm before the storm comment prof he shouldn t be potus video,0.0
13747,state department reminds staff on ethic after post on trump interest,1.0
1525,top dems take action to keep document on russia investigation safe from trump,0.0
11092,trump say will decide on federal reserve chair very shortly,1.0
9082,huh rapper jay z compare trayvon martin to mlk and gandhi at peace walk serf a a beacon of light video,0.0
2661,sean spicer whine that snl wa mean to him and demand they mock him le,0.0
15387,flynn told fbi he had not discussed sanction with russian envoy washpost,1.0
6513,sam bee s response to trump s mega gaffe is the best thing to go viral yet image,0.0
4796,watch wife of trump s doc go batsh t crazy on cnn threatens to call cop,0.0
18009,senior national security official to leave justice department,1.0
5741,twitter fry trump alive over this tweet about scotland s reaction to brexit tweet,0.0
17130,trump s interior department shortlist vexes employee green group,1.0
9886,trump retweets hilarious video of him hitting golf ball that hit crooked hillary in the head left go nut,0.0
8005,cosmetic company post pic of black woman s lip racist troll explode image,0.0
7917,trump explodes at smiling protester i d like to punch him in the face video,0.0
13989,asian nation pulled into china s orbit a trump put america first,1.0
19041,senate prepares puerto rico debt debate amid democrat concern,1.0
10274,u s lawmaker propose ban on arbitration of sexual misconduct claim,1.0
3537,petition demanding the electoral college take action to stop trump ha just made history,0.0
16611,trump vow to cut plane cost after meeting defense executive,1.0
17039,trump without evidence say illegal voting cost him u s popular vote,1.0
17592,clinton hold slim lead over trump in presidential race poll,1.0
7846,mark zuckerberg stand strong with black life matter reprimand racist facebook employee,0.0
1215,gop columnist bill kristol ha the good on how republican really feel about comey s testimony,0.0
1748,man dy in peace after learning trump had been impeached,0.0
3066,seth meyers hilariously tell the news medium how they should do their job and he s right video,0.0
15818,about 900 state department official sign protest memo source,1.0
17057,green party file for vote recount in wisconsin state election commission,1.0
17811,obama eas restriction on cuba lift limit on rum and cigar,1.0
2119,new york time columnist call trump a monster for cutting heating assistance in heartless budget,0.0
9076,two high school jrotc member tell incredible story of how they led student into classroom used tevlar mat to block bullet from florida shooter video,0.0
9177,just in disgraced democrat harry reid funneled massive taxpayer fund to donor for ufo research through secret defense department program,0.0
18175,trump presidency could cost u s economy 1 trillion oxford economics,1.0
108,sean hannity just said child molestation is ok if it s consensual video,0.0
15857,penny jordan s abdullah discus islamic state syria u s embassy in israel white house,1.0
13112,exclusive trump administration eye hardening line toward pakistan,1.0
4766,team trump can t get their immigration message straight so hillary doe it for them,0.0
2608,watch trump get his a handed to him by chris cuomo for cry fake news during broadcast,0.0
11964,judge block provision in texas law punishing sanctuary city,1.0
4540,protest erupt in charlotte after cop kill disabled black man who wa reading a book in his car,0.0
1773,watch snl brutally mock the kushner bannon feud in hilarious reality show spoof,0.0
7966,right wing rag ny post promotes scalia death conspiracy theory he could have been poisoned,0.0
13879,trump to nominate chatterjee powelson to ferc white house,1.0
5478,watch the view blast fox news for not covering racism fairly,0.0
12421,russia ready to cooperate with u s russia s lavrov told tillerson ministry,1.0
12641,many treatment option most experimental available to john mccain,1.0
15627,kanye west appears to dump trump with disappearing tweet,1.0
4006,trump supporter caught making anti semitic chant at official rally video,0.0
17127,trump say will quit pacific trade deal on day one of presidency,1.0
1374,trump white house wish lasting peach in the middle east image,0.0
15682,iranian foreign minister unmoved by threat from u s,1.0
6567,city of detroit begin punishing poor people for being poor in the most inhumane way video,0.0
3806,know nothing trump revers yet another position on foreign policy,0.0
12112,romania negotiating to buy u s rocket system worth 1 25 billion pentagon,1.0
19734,biden visit iraq in show of support amid multiple crisis,1.0
1573,more network join in the boycott of new trump ad,0.0
12401,wisconsin to consider 3 billion foxconn incentive package,1.0
12716,senate delay healthcare vote a mccain recovers from surgery,1.0
15794,challenge to trump s immigration order spread to more u s state,1.0
19011,trump will not ask donor to repay nearly 50 million in campaign loan,1.0
19340,supreme court reject union appeal over trump casino bankruptcy,1.0
5168,sean hannity throw hissy fit after real reporter call him dumbest anchor on fox news,0.0
4377,racist teacher fired for disturbing viral facebook post about michelle obama image,0.0
5549,man falsely id d a dallas shooter say cop lied to him the system wa trying to get me video,0.0
6000,dramatic increase in violence against blm employee thanks to bundy terrorist,0.0
1102,trump s legal team directly contradicts him on the investigation yet again,0.0
10610,u s congress to seek new tax incentive for puerto rico rebuilding,1.0
3937,breaking melania trump s immigration record made public show trump s ultimate hypocrisy,0.0
12591,massachusetts cannot hold immigrant so u s can detain them state top court,1.0
1406,during russia meeting trump explicitly bragged he fired comey to kill pressure of investigation,0.0
19729,from bikers to trucker pro trump group plan forceful presence in cleveland,1.0
4668,veteran doesn t want your thanks he want you to vote for hillary,0.0
13161,rosenstein may need to recuse himself from russia probe abc news,1.0
13511,u s withdrawal from climate deal would be big setback finnish pm,1.0
13271,new york attorney general looking at eric trump charity s payouts,1.0
8731,concerned adult literally pay young black kid to play inside so cop don t shoot them video,0.0
19198,senator warren endorses clinton for president,1.0
7327,family value gop governor caught in inappropriate situation with woman video,0.0
2128,trump furious after federal judge stop his bigoted muslim ban in it track video,0.0
2948,trump s pre inauguration tweet just earned him an epic smackdown from the internet tweet,0.0
4056,watch president obama zing the hell out of trump on jimmy kimmel,0.0
13689,a trump visit gulf state seen quietly curbing opposition,1.0
11996,lawmaker should ok relief for harvey victim nancy pelosi,1.0
7467,msnbc host can t help but be perfectly sexist to hillary clinton after her big night tweet,0.0
19946,republican cruz speaks highly of rubio when asked about possible vp running mate,1.0
10584,trump open to dropping healthcare provision in senate tax bill aide,1.0
1782,trump just went full hypocrite on national park and he s getting trashed for it,0.0
2761,we re getting hammered gop lawmaker feeling pressure over obamacare repeal video,0.0
7765,top gop governor hold emergency conference call to discus trump s scary rise,0.0
18087,more than 300 scientist warn over trump s climate change stance,1.0
16243,trump epa pick say back biofuels program but open to tweak,1.0
6088,secret trump university paper reveal how business pumped student for cash,0.0
19599,ryan strike conciliatory tone ahead of trump meeting,1.0
1126,kushner is now under fire by special counsel for potential dirty financial dealing,0.0
11226,u s diplomacy with north korea to continue until first bomb drop tillerson,1.0
17070,green party raise 3 5 million for presidential vote recount,1.0
15816,ronald vitiello appointed chief of u s border patrol,1.0
5532,new video show off duty ny cop shot unarmed black man in one second video,0.0
11245,bid to fix iran nuclear deal face uphill climb in u s congress,1.0
15323,new u s environmental chief say agency can also be pro job,1.0
17646,plane carrying vp candidate penny skid off ny runway no injury,1.0
12501,head of senate panel say near deal on russia iran sanction vote,1.0
11204,senate republican gain moment on tax reform budget measure,1.0
11664,trump using campaign rnc fund to pay legal bill from russia probe source,1.0
12065,trump talk tough on pakistan s terrorist haven but option scarce,1.0
19442,u s defense secretary apologizes after american charged in japanese woman s death,1.0
18155,obama say 38 billion israel aid package to help ensure security,1.0
4139,six witness corroborate sexual assault claim made by people writer against trump,0.0
18153,clinton foundation plan to spin off flagship health project,1.0
10608,u s house democrat join growing congressional concern about state dept,1.0
18188,i did not think it wa a big deal clinton say of pneumonia bout,1.0
12160,trump backed candidate for senate head to alabama run off,1.0
1164,this historic lawsuit may finally expose trump s tax return,0.0
1356,watch trump embarrasses america by throwing temper tantrum in front of nato leader,0.0
549,top republican grows a backbone after charlottesville blame trump for dividing america image,0.0
14981,republican obamacare repeal would benefit wealthiest study,1.0
2164,billionaire mark cuban just destroyed trump s presidency with some really really bad news tweet,0.0
17496,economy top list of worry facing american voter reuters ipsos,1.0
16051,trump say to host india s modi for u s visit later this year white house,1.0
16069,trump health nominee say he doe not back medicare privatization,1.0
6140,what sarah palin just asked u to do with trump s nomination will make you vomit video,0.0
16093,u s senate confirms pompeo to be trump s cia director,1.0
15793,exclusive a third of american think trump s travel ban will make them safer,1.0
17384,u s presidential election drive record rating for cable news,1.0
23,cnn call it a democrat will represent alabama in the senate for the first time in 25 year,0.0
776,trump whine incoherently about russian witch hunt and the internet laugh at him tweet,0.0
15270,white house bar some news organization from briefing,1.0
15342,trump strongly committed to partnership with eu say vp penny,1.0
5083,lesbian couple in new jersey insists state is forcing them to have sex with men video,0.0
8238,marco roboto rubio short circuit again repeat same line twice in 30 second video,0.0
2205,tommy chong just rolled trump up and smoked him in devastating tweet,0.0
11400,trump to keep obama rule curbing corporate tax inversion deal,1.0
11636,u s judge aim to quickly decide lawsuit over daca,1.0
9855,wow former u s attorney fired by trump ha a new job at a major news network,0.0
3544,ha she had a brain aneurysm glenn beck concerned over sarah palin s erratic behavior video,0.0
1669,republican go off on trump s border wall in stunning no hold barred rant video,0.0
8082,mitch mcconnell slam his own scotus obstructing way in kentucky law journal,0.0
8712,snl savagely lampoon the gop clown car in hilarious debate cold opener video,0.0
8830,watch 20 year ago david bowie saw america s dark future,0.0
13555,trump official under fire over vague tax proposal,1.0
9906,trump visit hurricane irma survivor one survivor ha a hysterical question to ask video,0.0
10085,instant view house approves biggest tax overhaul in 30 year senate next,1.0
17686,clinton express concern about at t time warner deal,1.0
13606,illinois senate democrat pas budget plan hurdle seen in house,1.0
5826,trump posed with pastor who said gay work for the antichrist image,0.0
19785,house pass bill seeking to counter extremist recruiting pitch,1.0
19388,clinton email server broke government rule watchdog find,1.0
239,penny join trump s nfl whinefest leaf colt game in a huff over police brutality protest,0.0
4509,watch president obama hammer trump for claiming black people are worse off today,0.0
6529,seth meyers break down the scary reality of trump s inevitable nomination video,0.0
16619,congress should consider help for puerto rico s disabled task force,1.0
7771,check out creepy announcement made before trump rally for dealing with protester video,0.0
18376,mylan offer discount on epipen amid wave of criticism,1.0
19271,obama to visit poland spain in nato summit trip in july white house,1.0
10809,family of japanese abducted by north korea meet trump but want action,1.0
13617,u s derivative regulator split with white house over budget,1.0
10434,ex trump campaign aide manafort in 11 65 million bail deal lawyer,1.0
11266,facebook will help investigator release russia ad sandberg tell axios,1.0
12995,trump brand to exit toronto skyline after buyout deal,1.0
16818,in trump stronghold factory are humming but paycheck are thin,1.0
11781,russia moscow doe not want to escalate situation around u s diplomat agency,1.0
5185,another gop rep won t support trump i don t see how i get there anymore video,0.0
9284,democrat dershowitz slap down feinstein s effort to say trump guilty of obstruction she doesn t know what she s talking about video,0.0
18320,new jersey governor christie veto minimum wage hike to 15 hr,1.0
14786,supreme court rule uniform design element can be copyrighted,1.0
1197,the internet can t stop laughing at sarah huckabee sander dumbass tweet screenshots,0.0
3412,pantsuit nation just made it easy to push for a trump investigation find out here,0.0
6443,one crucial detail on budweiser s new patriotic beer can will really p s conservative off,0.0
13594,senior u s lawmaker call to condemn turkey after washington street brawl,1.0
8975,the three thing the oregon patriot really want that nobody is talking about video,0.0
10601,gulf carrier may be in focus under foreign airline u s tax exemption cut,1.0
2025,watch trump s head will explode with rage when he hears what lawrence o donnell said about him,0.0
14564,north carolina bathroom bill replacement could doom similar bill in other state,1.0
14580,two white house official helped give nunes intelligence report nyt,1.0
678,thanks to trump local milk people is trending and that s not weird at all,0.0
17858,chicago mayor seek rebound with new budget labor peace,1.0
19319,obama say the democratic nominee will be clear next week pb,1.0
17439,trump election put iran nuclear deal on shaky ground,1.0
18270,clinton voice concern about russian interference in election,1.0
10605,two more woman accuse senate candidate moore of sexual misconduct,1.0
13508,leaving the paris climate deal will take the u s year juncker,1.0
9877,funny president trump ha great aim on the football field video,0.0
2660,cnn hammer kellyanne conway for lying about them a network considers permanent ban,0.0
16374,judge to weigh citizen s bridgegate complaint against new jersey s christie,1.0
1265,trump held a signing the only problem is he had nothing to sign,0.0
6961,north carolina pass anti lgbt law so this porn site blocked the entire state,0.0
2957,trump stage photo of himself writing his own inaugural address and get hilariously burned by the internet,0.0
6980,arizona gop speaker invokes 911 to ban press from house floor in retaliation for negative story,0.0
17944,u s sept 11 law weakens international relation saudi cabinet say,1.0
9352,democrat accused of sexual harassment just threatened many member who also have allegation against them,0.0
13973,rep joaquin castro will not seek cruz s senate seat in 2018 report,1.0
7808,former campaign finance co chair blast christie for trump endorsement pull support,0.0
3262,hillary throw the perfect amount of shade at trump in year end message,0.0
18422,clinton foundation health project still mulling foreign donation,1.0
17480,russian parliament speaker say hope for better tie with u s,1.0
8725,who s spying on u bundy militia flip over hidden camera in plain view video,0.0
13424,quick debt limit move needed a tax receipt slow pelosi,1.0
7241,former trump aide fired for somehow being too racist endorses cruz,0.0
8817,priceless yelpers review the moron militia occupied oregon wildlife preserve image,0.0
15256,trump to lay out healthcare revamp detail in speech to congress,1.0
15807,highlight the trump presidency on january 31 at 8 11 p m est 0111 gmt,1.0
274,nra terrorist organization remains silent after worst mass shooting in american history,0.0
4084,fail the trump organization s credit score will make you laugh,0.0
19473,clinton call on world to break down barrier holding back girl,1.0
4863,comedy central s roast of rob lowe hijacked a comedian epically roast ann coulter,0.0
14231,north korean official say will continue missile test bbc,1.0
5635,fox news and sean hannity basically just ran a tv promo for white pride video,0.0
6035,legal scholar worried trump would break law be worse than nixon,0.0
18763,u s not coordinating syria military operation with russia white house,1.0
3863,donald trump from 2012 would agree he lost the election tweet,0.0
15858,white house say executive order doe not apply to independent regulator,1.0
140,hawaiian had the perfect sign to infuriate trump when he landed there,0.0
19206,white house say obama s endorsement of clinton wa no surprise to sander,1.0
15440,asked about two state netanyahu say he want to focus on substance not label,1.0
718,scaramucci s new yorker interview is more than just gross it may be a felony,0.0
8647,watch this hilarious video is the only way palin s trump endorsement word salad make any sense,0.0
11682,france defends iran nuclear deal which trump call deeply flawed,1.0
14575,russian propaganda on steroid aimed at 2016 u s election lawmaker,1.0
19427,obama say several vietnam activist prevented from meeting him,1.0
19548,exclusive u s to renew most myanmar sanction with change to aid business,1.0
3523,trump emboldens ohio republican to ban abortion six week after conception,0.0
15615,egypt praise trump criticism of medium coverage of attack,1.0
6594,gop outreach to woman continues a trump double down on sexist attack on clinton,0.0
19217,exclusive clinton ally warren weighs potential vp role see hurdle source,1.0
18341,exclusive six u s senator urge obama to prioritize cyber crime at g20 summit,1.0
7829,trump s all time sleaziest scam may come back to bite him hard,0.0
15169,u s senate intelligence chairman doe not call for session recusal,1.0
6339,tn school official told to falsify student disciplinary code to avoid red flag,0.0
674,watch fox host call for revolt if grand jury indicts trump,0.0
9042,here s what the fracking industry gave to oklahoma in 2015 image,0.0
9627,that wa some weird sh t a very rude hillary continues her overseas bashing of trump with nasty claim about the inauguration video,0.0
8143,anti obama espn host cut off singer a he begin passionate speech on universal healthcare video,0.0
2256,muslim internment flyer shock student of uc san diego with stark warning,0.0
7999,donald trump lied about supporting the iraq war audio,0.0
13010,trump urge india s modi to fix deficit but stress strong tie,1.0
12333,trump and senator seek to slash legal immigration,1.0
11437,mattis play down split between trump tillerson on north korea,1.0
6669,carly fiorina bursting into song at cruz rally is the most bizarre thing you ll ever see video,0.0
4991,watch trump s desperate spokeswoman push hillary brain disease conspiracy,0.0
10536,u s consumer finance agency official sue to stop trump appointment,1.0
5004,karma anti gay bigot tony perkins get punished by an angry god flooded out of home,0.0
11743,commerce s ross to lead trade mission on trump s china visit,1.0
16333,after trump tweet ethic office to u s employee do not endorse product,1.0
12158,trump say ending two ceo advisory panel tweet,1.0
9379,watch the white house christmas tree arrival ceremony video,0.0
10671,investigator probe trump knowledge of campaign s russia dealing source,1.0
11574,u s senate tip labor board to republican majority,1.0
18129,apple tax row raise 2 1 trillion question for forex trader,1.0
8735,did hillary clinton seriously criticize bernie sander grandchild video,0.0
12872,merkel say g20 communique make difference with u s on climate clear,1.0
3930,trump get stomped for whining about president obama using air force one on campaign trail,0.0
13923,trump order to ease ban on political activity by church,1.0
17417,central american president congratulate trump,1.0
10675,trump and vietnam s president underscore free and open access to south china sea,1.0
13936,u s house pass bill to fund government through september,1.0
15637,trump s whirlwind start draw admiration on french far right,1.0
3222,you f cking traitor trump openly praise putin on twitter and get his teeth kicked in tweet,0.0
4164,tim kaine burn unhinged trump he s swinging at every phantom of his own imagination,0.0
13349,u s spy agency probe another flank in russian hacking,1.0
12007,trump sign memo directing pentagon to implement transgender ban,1.0
12908,maine new jersey end state government shutdown,1.0
16157,pope urge trump to show concern for poor be guided by ethical value,1.0
1619,watch trump frighteningly praise north korean dictator for executing people to stay in power,0.0
2989,internet eats trump alive for generic mlk tweet after weekend of bashing john lewis tweet,0.0
19499,clinton release personal financial disclosure call on trump to release income tax,1.0
16928,green party s stein to pursue pennsylvania recount petition in federal court,1.0
18861,obama in shift say he will keep 8 400 u s troop in afghanistan until 2017,1.0
19398,state department wa not doing enough on email record spokesman,1.0
5830,this man reveals the raw terrifying truth about what really go on at trump rally tweet,0.0
9956,i m not negotiating with you trump slam cbs reporter over north korea video,0.0
7264,sorry republican worker just got a major win in this state,0.0
19053,obama pick to lead u s military in africa favor power to strike islamic state,1.0
19390,little house star drop bid for u s congressional seat,1.0
18836,u s democrat pressure republican for bipartisan zika funding,1.0
5902,christian pastor call orlando massacre good news because 50 f ggots died video,0.0
16290,trump s criticism only draw european closer say french minister,1.0
17814,florida supreme court strike down new death penalty law,1.0
11666,factbox latest obamacare repeal bill would block grant money to state gut medicaid,1.0
2232,new gop bill would let corporation strip away our first amendment right,0.0
14123,trump tax plan may produce some short term budget issue mnuchin,1.0
11170,house democrat seek document on former trump aide michael flynn,1.0
4953,watch rudy giuliani begs people to search for clinton conspiracy video,0.0
18428,clinton told fbi colin powell suggested she use private email nyt,1.0
15202,trump supporter praise softer tone in address to congress,1.0
4772,watch giuliani demand that democrat apologize for trump s racist birtherism,0.0
390,trump shamefully us hurricane devastation to promote tax cut for the wealthy,0.0
15921,homeland security say monitoring litigation over trump order,1.0
17256,republican to u s security regulator leave new rule to trump,1.0
13860,timeline fbi director comey s year of controversy end in firing,1.0
4200,armed trump supporter stand their ground outside female dem candidate s campaign office for 12 hour,0.0
9319,democrat senator reprimanded for comparing female trump nominee to a horse it s dehumanizing video,0.0
7881,watch rnc chairman reince priebus squirm a cnn prof trump is destroying his party video,0.0
3633,a growing coalition of elector is working feverishly to stop trump,0.0
14644,trump s son in law to oversee government revamp,1.0
9823,senator hatch to healthcare protester if you want a hearing you better shut up video,0.0
11750,liberal conservative lawmaker offer opposing u s healthcare idea,1.0
3814,donald trump s racist plan is about to start immediately,0.0
12797,u s house freedom caucus want tax reform plan before budget deal,1.0
5095,nancy pelosi slam trumpian stupidity and his verbal poo poo,0.0
11202,trump keeping option open a republican feud rage,1.0
15810,trump immigration order may require legislation u s lawmaker,1.0
2561,cnn just torpedoed donald trump with fact to prove he lied about them again,0.0
6720,trump just accidentally gave america the greatest reason not to vote for him,0.0
13049,senator demand investigation of report of torture in yemen,1.0
658,former fbi agent stay tuned because mueller is hot on trump s trail video,0.0
16985,trump face challenge in separating from business legal expert,1.0
4938,watch hillary crush trump on kimmel will draw on elementary school experience to debate him,0.0
13929,trump gain traction on healthcare bill vote set for thursday,1.0
2830,someone just bought alternativefacts com and it s f king brilliant image,0.0
1548,pastor caught trump s spiritual advisor stealing from her own church collection plate,0.0
12453,senate pass measure that permanently repeal cadillac tax,1.0
8713,trump get booed off the stage in front of the tea party yell back at them video,0.0
14146,exxon probe is unconstitutional republican prosecutor say,1.0
15285,puerto rico governor hope for open dialogue with mnuchin,1.0
4040,helen mirren burn donald trump at woman s event and it s awesome,0.0
6074,epic obama rip trump and the gop to shred in first big speech of 2016 election video tweet,0.0
12790,democrat introduce new bill on russia and iran sanction,1.0
3977,just in republican in florida are giving one presidential candidate a pretty big lead already video,0.0
4085,stephen king make trump his newest horror story and his fan respond perfectly,0.0
4331,watch lindsey graham accept defeat over trump i can t go where he s taking the country video,0.0
18459,obama warns democrat against overconfidence about clinton victory,1.0
7116,john boehner try to post on facebook like a regular guy fails miserably and pay dearly image,0.0
7901,donald trump thanks the poorly educated for handing him victory in nevada video,0.0
12268,trump administration switch side back ohio over voter purge,1.0
18197,u s congresswoman urge labor department to probe chipotle over wage theft allegation,1.0
2463,reince priebus back trump s claim that the medium is the enemy video,0.0
2150,trump claim that optimism in america is great because he s making wealthy ceo happy,0.0
11004,fatal niger operation spark call for public hearing in congress,1.0
5566,house gop hold zika bill hostage proposes plan to slash birth control funding,0.0
15178,trump administration ha found only 20 million in existing fund for wall,1.0
14393,turkish foreign minister say assad administration must be removed,1.0
2977,green day just gave trump the ultimate pre inauguration f ck you and conservative are furious video screenshots,0.0
2292,go back to your own country right wing bigot shoot man in fit of anti immigrant rage,0.0
17999,fbi probe hack targeting phone of democratic party official source,1.0
18193,four u s lawmaker urge safety agency to address vehicle hacking,1.0
18807,populism is a dangerous trend in eu u s eu trade commissioner,1.0
15930,trump refugee order dash hope of iraqi who helped the u s,1.0
2076,spicer say trump can golf but obama shouldn t have for this ridiculously b reason video,0.0
17737,trump seek to bar personal conduct claim from trump university trial,1.0
15645,royal jordanian get u s instruction lifting travel ban,1.0
4176,this woman and her sign show u everything you need to know about trump s black support image,0.0
2060,neil degrasse tyson just went nuclear on twitter against trump s draconian budget,0.0
14157,white house s cohn say fair trade mean reciprocal tariff,1.0
14505,u s appeal court set may hearing on revised trump travel order,1.0
703,craziest person in congress want to investigate everyone but trump maybe you re on the list,0.0
6883,former apprentice contestant unite against trump issue brutal statement,0.0
4298,utah s oldest paper demand trump drop out of race in scathing must read editorial,0.0
7750,watch trevor noah s takedown of iowa gop s chilling proposal to let kid have gun,0.0
12089,prominent u s religious conservative defend trump after charlottesville,1.0
8534,conservative are going bonkers over the indictment of the fake baby part video people screenshots,0.0
5506,listen dispatch audio reveals cop who killed philando castile clearly racially profiled,0.0
7201,mississippi senate ok bill giving church member license to kill perceived threat,0.0
7035,president obama hillary clinton is undoubtedly qualified to be president,0.0
16171,chapo extradition seen boosting u s mexico security relation under trump,1.0
8681,spike lee celebrates mlk day by announcing boycott of lily white oscar image video,0.0
18288,clinton foundation plan to close overseas fundraising arm,1.0
8448,chicago cop executes mentally ill black teen then sue family for emotional distress video,0.0
13446,china say it will stick to commitment to fight climate change,1.0
15909,homeland security say will comply with judicial order,1.0
11938,huntington ingalls win 2 8 billion u s defense contract pentagon,1.0
13916,u s senate pass bill to fund government through september,1.0
11374,u s house committee call new hearing on kaspersky software,1.0
12676,senator johnson trump argued for repealing replacing obamacare,1.0
10194,tillerson seek to ease skepticism about u s state department reorganization,1.0
8440,there s one thing trump is more sensitive about than his hair and it s hilarious image,0.0
8954,this insane gop congressman want the mentally ill to have gun tweet,0.0
15993,icrc jurist join rebuke of trump torture remark black site report,1.0
833,trump and putin had a secret meeting after their official one,0.0
5733,transcanada officially file 15 billion lawsuit against u s for rejecting kxl pipline,0.0
17812,hacked email raise possibility of clinton foundation ethic breach,1.0
12886,u s senator urge doj to reject any white house push in merger probe,1.0
11082,iowa pull request to opt out of obamacare requirement,1.0
18981,republican ex treasury chief paulson slam trump to vote for clinton,1.0
8090,texas newspaper humiliate ted cruz by endorsing anyone but him for president,0.0
9174,eric holder double down with second threat against firing mueller,0.0
17803,after turbulent week trump revisits talk of rigged election,1.0
18713,toxic algae and ice cream party keep top republican from cleveland,1.0
392,watch russian politician gloat on live tv that putin stole our election,0.0
12787,conservative group urge lawmaker to gut climate program in u s military,1.0
6880,ben carson really just compared gop s nominating rule to jim crow era law video,0.0
18969,hillary clinton supreme court abortion ruling a victory for woman,1.0
17454,scottish leader say trump win brings real sense of anxiety for many,1.0
